         1920208 function calls (1889728 primitive calls) in 2.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pass_base.py:12(PassResult)
        1    0.000    0.000    0.000    0.000 locks.py:451(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 _guards.py:68(TraceId)
        1    0.000    0.000    0.000    0.000 loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 argparse.py:845(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 export_utils.py:14(_WrapperModule)
        1    0.000    0.000    0.000    0.000 linear.py:8(Linear)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:275(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 request.py:879(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 constraints.py:271(_OneHot)
        1    0.000    0.000    0.000    0.000 constraints.py:515(_CorrCholesky)
        1    0.000    0.000    0.000    0.000 activation.py:740(Hardshrink)
        1    0.000    0.000    0.000    0.000 padding.py:667(ZeroPad1d)
        1    0.000    0.000    0.000    0.000 linear.py:136(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:191(JvpInterpreter)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:654(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:774(_IgnoreContextManager)
        1    0.000    0.000    0.000    0.000 dataframes.py:296(CaptureSetItem)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:2207(_IllegalWork)
        1    0.000    0.000    0.000    0.000 __init__.py:407(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:1835(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        2    0.000    0.000    0.000    0.000 __init__.py:1353(disable)
        1    0.000    0.000    0.000    0.000 widgets.py:1799(SubplotTool)
        1    0.000    0.000    0.000    0.000 core.py:5761(Combine)
        1    0.000    0.000    0.000    0.000 transforms.py:2706(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 mock.py:2202(MagicMock)
        1    0.000    0.000    0.000    0.000 graph_module.py:154(_CodeOnlyModule)
        1    0.000    0.000    0.000    0.000 utils.py:154(_lazy_property_and_property)
        1    0.000    0.000    0.000    0.000 padding.py:468(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 __init__.py:29(context)
        1    0.000    0.000    0.000    0.000 parameter.py:254(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:1429(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1451(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1752(HalfStorage)
        2    0.000    0.000    0.000    0.000 typing.py:3319(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 dates.py:817(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 widgets.py:251(SliderBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1234(DrawEvent)
        3    0.000    0.000    0.000    0.000 core.py:840(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3494(shape)
        1    0.000    0.000    0.000    0.000 core.py:5044(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 exceptions.py:301(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 __init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 rng_prims.py:219(RunWithRngState)
        1    0.000    0.000    0.000    0.000 graph_signature.py:27(TensorArgument)
        1    0.000    0.000    0.000    0.000 config.py:1130(halide)
        1    0.000    0.000    0.000    0.000 reinplace.py:55(_FunctionalizationMetadataProp)
        1    0.000    0.000    0.000    0.000 splitter_base.py:38(_SplitterSettingBase)
        1    0.000    0.000    0.000    0.000 transports.py:199(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 _guards.py:425(ModuleContext)
        1    0.000    0.000    0.000    0.000 _guards.py:542(GuardsContext)
        1    0.000    0.000    0.000    0.000 unix_events.py:1012(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 weak.py:86(_WeakHashRef)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 events.py:632(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 mock.py:2155(MagicMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1003(_PatchedFnSetItem)
        1    0.000    0.000    0.000    0.000 proxy.py:346(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 conv.py:359(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 spawn.py:206(SpawnContext)
        1    0.000    0.000    0.000    0.000 optimizer.py:61(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 uuid.py:81(SafeUUID)
        1    0.000    0.000    0.000    0.000 constraints.py:455(_Simplex)
        1    0.000    0.000    0.000    0.000 container.py:52(Container)
        1    0.000    0.000    0.000    0.000 conv.py:1663(LazyConvTranspose1d)
        1    0.000    0.000    0.000    0.000 padding.py:374(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 _ops.py:1178(_OpNamespace)
        1    0.000    0.000    0.000    0.000 _comparison.py:393(ObjectPair)
        1    0.000    0.000    0.000    0.000 activation.py:439(Mish)
        1    0.000    0.000    0.000    0.000 profiler_util.py:647(FunctionEventAvg)
        4    0.000    0.000    0.000    0.000 function.py:689(_iter_filter)
        1    0.000    0.000    0.000    0.000 dataframes.py:325(CaptureMul)
        1    0.000    0.000    0.000    0.000 dataframes.py:351(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 datapipes.py:30(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 worker.py:135(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 model.py:39(Location)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 dataframes.py:44(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 dataframes.py:191(CaptureA)
        1    0.000    0.000    0.000    0.000 queue.py:281(PriorityQueue)
        1    0.000    0.000    0.000    0.000 parameter.py:181(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 tarfile.py:306(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:129(_Formatter)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1361(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _utils.py:683(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:536(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1265(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 padding.py:626(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:720(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 __init__.py:1374(HalfStorage)
        2    0.000    0.000    0.000    0.000 __init__.py:454(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:1112(_AnyComparer)
        1    0.000    0.000    0.000    0.000 node.py:62(has_side_effect)
        1    0.000    0.000    0.000    0.000 package_importer.py:701(_PackageNode)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 _parser.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 offsetbox.py:435(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(HPacker)
        1    0.000    0.000    0.000    0.000 widgets.py:1871(Cursor)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 extras.py:231(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 core.py:831(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:3750(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:2477(Empty)
        1    0.000    0.000    0.000    0.000 core.py:2397(Token)
        1    0.000    0.000    0.000    0.000 core.py:3803(Tag)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 transforms.py:2281(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 _docstring.py:104(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:930(GrouperView)
        1    0.000    0.000    0.000    0.000 _docstring.py:34(Substitution)
        1    0.000    0.000    0.000    0.000 ImageFile.py:644(PyCodec)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(_TagInfo)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 deprecation.py:226(deprecate_privatize_attribute)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:548(__set_name__)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:679(_ProxyTensor)
        1    0.000    0.000    0.000    0.000 queues.py:298(LifoQueue)
        1    0.000    0.000    0.000    0.000 case.py:39(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 mock.py:2588(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 _atfork.py:23(register_after_fork)
        1    0.000    0.000    0.000    0.000 python.py:89(Lit)
        1    0.000    0.000    0.000    0.000 __init__.py:35(_is_compiled)
        1    0.000    0.000    0.000    0.000 __init__.py:157(device)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 _script.py:339(_CachedForward)
        1    0.000    0.000    0.000    0.000 frontend.py:412(Builder)
        1    0.000    0.000    0.000    0.000 annotations.py:71(Module)
        1    0.000    0.000    0.000    0.000 constraints.py:548(_Symmetric)
        1    0.000    0.000    0.000    0.000 conv.py:1593(LazyConv3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:436(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 padding.py:415(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:574(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 pooling.py:145(MaxPool2d)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:14(_HasStorage)
        1    0.000    0.000    0.000    0.000 activation.py:478(Hardswish)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:225(FunctionalizeInterpreter)
        1    0.000    0.000    0.000    0.000 activation.py:613(SELU)
        1    0.000    0.000    0.000    0.000 graph.py:702(_AllowMutationOnSavedContext)
        1    0.000    0.000    0.000    0.000 autograd_function.py:32(CustomFunctionHigherOrderOperator)
        1    0.000    0.000    0.000    0.000 dataframes.py:338(CaptureSub)
        1    0.000    0.000    0.000    0.000 datapipe.py:238(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:83(FilterDataFramesPipe)
        1    0.000    0.000    0.000    0.000 utils.py:11(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 decoder.py:144(ImageHandler)
        1    0.000    0.000    0.000    0.000 c10d_logger.py:39(_get_logging_handler)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 pdb.py:158(_rstr)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:718(GroupMember)
        1    0.000    0.000    0.000    0.000 storage.py:1489(_LegacyStorageMeta)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:16(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 __init__.py:1490(_WrappedTritonKernel)
        1    0.000    0.000    0.000    0.000 __init__.py:1385(LongStorage)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:214(MGridClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1273(IntegerFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:1829(RootLogger)
        1    0.000    0.000    0.000    0.000 _utils.py:932(_LazySeedTracker)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:1796(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1840(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:856(inner)
        2    0.000    0.000    0.000    0.000 rcsetup.py:412(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 __init__.py:1440(BFloat16Storage)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:146(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1895(QUInt2x4Storage)
        3    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 dates.py:1780(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 patches.py:2397(Square)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1428(_GlueSpec)
        1    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:3443(CharsNotIn)
        9    0.000    0.000    0.000    0.000 core.py:4200(<genexpr>)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 core.py:2621(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:5152(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 unicode.py:135(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 core.py:4788(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:247(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 ticker.py:1936(_Edge_integer)
        1    0.000    0.000    0.000    0.000 Image.py:3668(register_mime)
        1    0.000    0.000    0.000    0.000 ImageFile.py:98(_Tile)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:110(IncrementRecursionCount)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1037(_BypassDispatchCache)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 _atfork.py:19(_register)
        1    0.000    0.000    0.000    0.000 utils.py:37(MatchAllNode)
        1    0.000    0.000    0.000    0.000 fused.py:42(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 fused.py:165(BNReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:177(BNReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:235(ConvAddReLU2d)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 util.py:360(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:533(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _classes.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _script.py:344(ScriptWarning)
        1    0.000    0.000    0.000    0.000 constraints.py:572(_PositiveDefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:498(_LowerCholesky)
        1    0.000    0.000    0.000    0.000 conv.py:1732(LazyConvTranspose2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:320(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 profiler.py:870(emit_nvtx)
        1    0.000    0.000    0.000    0.000 profiler_util.py:734(MemRecordsAcc)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 variable.py:9(VariableMeta)
        1    0.000    0.000    0.000    0.000 _ops.py:482(__init__)
        1    0.000    0.000    0.000    0.000 function.py:643(InplaceFunction)
        1    0.000    0.000    0.000    0.000 autograd_function.py:256(VmapInfo)
        1    0.000    0.000    0.000    0.000 gradcheck.py:29(GradcheckError)
        1    0.000    0.000    0.000    0.000 datapipe.py:413(_MapDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 streamreader.py:11(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 dataframes.py:40(CaptureControl)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 dataframes.py:245(CaptureVariableAssign)
        1    0.000    0.000    0.000    0.000 parameter.py:8(_ParameterMeta)
        1    0.000    0.000    0.000    0.000 serialization.py:646(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:638(_open_file)
        1    0.000    0.000    0.000    0.000 __init__.py:1418(CharStorage)
        1    0.000    0.000    0.000    0.000 streams.py:118(ExternalStream)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:404(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1335(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 _utils.py:676(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:1357(disable)
        1    0.000    0.000    0.000    0.000 _colorize.py:8(ANSIColors)
        1    0.000    0.000    0.000    0.000 __init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:1807(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1818(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:1829(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1851(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1486(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        1    0.000    0.000    0.000    0.000 conv.py:441(ConvTranspose3d)
        2    0.000    0.000    0.000    0.000 results.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 polar.py:263(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 calendar.py:30(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1476(HCentered)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 font_manager.py:917(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 patches.py:2655(Sawtooth)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1430(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3580(ShowBase)
        1    0.000    0.000    0.000    0.000 core.py:937(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:7028(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:5186(DelimitedList)
        1    0.000    0.000    0.000    0.000 util.py:184(_GroupConsecutive)
        1    0.000    0.000    0.000    0.000 core.py:4034(_ErrorStop)
        1    0.000    0.000    0.000    0.000 core.py:3641(LineStart)
        1    0.000    0.000    0.000    0.000 ticker.py:263(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2857(AutoLocator)
        1    0.000    0.000    0.000    0.000 _docstring.py:92(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1124(_idat)
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 graph_signature.py:32(TokenArgument)
        1    0.000    0.000    0.000    0.000 argparse.py:744(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:1656(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 mock.py:2503(_ANY)
        1    0.000    0.000    0.000    0.000 mock.py:3021(PropertyMock)
        1    0.000    0.000    0.000    0.000 stubs.py:24(DeQuantStub)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1010(_PatchedFnDel)
        1    0.000    0.000    0.000    0.000 fused.py:223(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 reductions.py:74(_after_fork)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 std.py:214(EMA)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 request.py:1197(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1507(FTPHandler)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:166(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:161(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 constraints.py:560(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:532(_Square)
        1    0.000    0.000    0.000    0.000 dropout.py:35(Dropout)
        1    0.000    0.000    0.000    0.000 pooling.py:1265(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 profiler.py:1000(EnforceUnique)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 _pytree.py:1458(_DummyLeaf)
        1    0.000    0.000    0.000    0.000 graph.py:623(_swap_with_cloned)
        1    0.000    0.000    0.000    0.000 autograd_function.py:715(AutogradFunctionApply)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:287(BaseTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 _local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 pdb.py:96(Restart)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:714(group)
        1    0.000    0.000    0.000    0.000 tarfile.py:713(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:729(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 serialization.py:674(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 serialization.py:108(SourceChangeWarning)
        3    0.000    0.000    0.000    0.000 __init__.py:242(is_initialized)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1398(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 __init__.py:777(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1862(QInt8Storage)
        1    0.000    0.000    0.000    0.000 threading.py:1318(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1395(_DummyThread)
        1    0.000    0.000    0.000    0.000 inspect.py:2869(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 backend_tools.py:631(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 core.py:5751(TokenConverter)
        1    0.000    0.000    0.000    0.000 core.py:5001(NotAny)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 _internal.py:159(get_log_level_pairs)
        1    0.000    0.000    0.000    0.000 mock.py:2235(MagicProxy)
        1    0.000    0.000    0.000    0.000 connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 instancenorm.py:204(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 package_importer.py:707(_ModuleNode)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.001    0.001 torchbind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:185(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 calendar.py:622(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:275(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:503(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1390(Rule)
